Food Name,Calories (kcal),Protein (g),Carbs (g),Fat (g),FDC ID
"Oscar Mayer, Bologna (beef)",1320.0,11.0,2.45,29.1,174589
"Peppered loaf, pork, beef",624.0,17.3,4.53,6.37,174574
"Pepperoni, beef and pork, sliced",504.0,19.2,1.18,46.3,174575
"Picnic loaf, pork, beef",232.0,14.9,4.76,16.6,172933
"Quesadilla, beef or pork, with vegetables",279.0,11.1,28.22,13.22,2708595
"Restaurant, Chinese, beef and vegetables",105.0,7.08,7.29,5.3,168072
Roast beef sandwich on wheat,192.0,14.89,23.8,3.84,2706955
Roast beef sandwich on white,194.0,13.87,25.76,3.64,2706953
"Salami, cooked, beef and pork",336.0,21.8,2.4,25.9,172936
"Sandwich spread, pork, beef",983.0,7.66,11.9,17.3,174583
"Sausage, beef, fresh, cooked",1390.0,18.2,0.35,28.0,174618
"Sausage, Berliner, pork, beef",230.0,15.3,2.59,17.2,171617
"Snacks, beef sticks, smoked",550.0,21.5,5.4,49.6,168850
Spanish rice with ground beef,163.0,9.68,14.79,6.91,2709088
"Turnover or hot pocket, beef",233.0,10.35,24.49,10.25,2708736
"Beef, prepackaged or deli, luncheon meat",115.0,18.62,0.64,3.69,2706218
Beef and rice with soy-based sauce,178.0,13.58,7.96,10.26,2706497
Meat loaf made with beef and pork,196.0,17.27,7.18,10.5,2706581
Beef and noodles with tomato-based sauce,115.0,8.74,10.67,3.93,2706482
"Beef, cured, breakfast strips, cooked",449.0,31.3,1.4,34.4,170198
"Beef, grass-fed, ground, raw",828.0,19.4,0.0,12.7,168608
"ARBY'S, roast beef sandwich, classic",242.0,15.2,22.2,10.3,170791
"Babyfood, dinner, beef and rice, toddler",82.0,5.0,8.8,2.9,172260
"Babyfood, dinner, beef lasagna, toddler",77.0,4.2,10.0,2.1,173489
"Babyfood, dinner, beef noodle, junior",57.0,2.5,7.3,1.9,173516
"Babyfood, dinner, beef noodle, strained",63.0,2.44,8.18,2.26,172258
"Babyfood, dinner, vegetables and beef, junior",321.0,2.21,8.84,3.6,173495
"Babyfood, dinner, vegetables and beef, strained",321.0,2.21,8.84,3.6,173494
"Babyfood, meat, beef with vegetables, toddler",288.0,3.5,8.72,2.1,167720
"Barbecue beef sandwich, on wheat bun",240.0,17.02,23.3,8.52,2706886
"Barbecue beef sandwich, on white bun",245.0,16.48,24.86,8.5,2706885
Beef and noodles with cream or white sauce,140.0,7.86,15.02,5.33,2706485
Beef and noodles with soy-based sauce,173.0,13.19,7.54,10.05,2706488
Beef and rice with tomato-based sauce,136.0,6.39,15.88,5.15,2706491
"Beef dinner, NFS, frozen meal",146.0,6.82,10.94,8.4,2707096
"Beef with vegetable, diet frozen meal",125.0,10.64,4.69,6.95,2707097
"Beef, bacon, reduced sodium, cooked",541.0,37.04,1.43,41.78,2705857
"Beef, cured, luncheon meat, jellied",111.0,19.0,0.0,3.3,170202
"Beef, dried, chipped, cooked in fat",225.0,28.12,2.5,11.32,2705859
"Beerwurst, beer salami, pork and beef",1160.0,14.0,3.76,22.5,172011
"Bologna, beef and pork, low fat",230.0,11.5,2.6,19.3,167685
"Burrito bowl, beef or pork, with beans",161.0,13.06,6.94,8.91,2708558
"Burrito bowl, beef or pork, with rice",181.0,11.92,14.21,8.05,2708557
"Burrito, beef, with beans and rice, cheese",225.0,10.78,26.05,8.29,2708538
"Cheesefurter, cheese smokie, pork, beef",328.0,14.1,1.51,29.0,171623
Corned beef and potatoes in tortilla (Apache),224.0,7.91,29.4,8.31,167656
"Corned beef sandwich on wheat, with cheese",273.0,15.55,20.86,13.86,2706951
"Corned beef sandwich on white, with cheese",274.0,14.68,22.51,13.69,2706949
"Fast foods, burrito, with beans and beef",191.0,11.5,19.5,7.47,173277
"Gravy, beef, canned, ready-to-serve",222.0,3.75,4.81,2.36,171564
"Kielbasa, Polish, turkey and beef, smoked",947.0,13.1,3.9,17.6,174607
"Oscar Mayer, Wieners (beef franks)",1380.0,11.4,2.78,30.3,174591
"Pasta mix, classic beef, unprepared",354.0,12.3,72.2,1.78,168954
"Pastrami, beef, 98% fat-free",397.0,19.6,1.54,1.16,172959
"Restaurant, Latino, empanadas, beef, prepared",1400.0,11.3,31.2,18.4,167660
"Roast beef sandwich on wheat, with cheese",217.0,15.73,20.93,7.61,2706956
"Roast beef sandwich on white, with cheese",219.0,14.87,22.58,7.44,2706954
"Salami, dry or hard, pork, beef",1580.0,21.1,0.72,31.6,174582
"Salami, pork, beef, less sodium",1660.0,15.0,15.4,30.5,174598
"Sausage, beef, cured, cooked, smoked",312.0,14.1,2.42,26.9,170606
"Sausage, Polish, pork and beef, smoked",1260.0,12.1,1.98,26.6,172954
"Sausage, pork and beef, fresh, cooked",1660.0,13.8,2.7,36.2,174579
"Snacks, beef jerky, chopped and formed",1720.0,33.2,11.0,25.6,167536
"Soup, beef barley, ready to serve",216.0,2.81,7.94,0.96,174073
"Soup, beef broth, cubed, dry",711.0,17.3,16.1,4.0,171561
"Soup, beef mushroom, canned, condensed",255.0,4.6,5.2,2.4,171175
"Soup, beef noodle, canned, condensed",280.0,3.85,7.16,2.46,171539
"Soup, chili beef, canned, condensed",489.0,5.09,18.9,2.53,171150
"Soup, stock, beef, home-prepared",13.0,1.97,1.2,0.09,172883
"Soup, vegetable beef, canned, condensed",264.0,4.45,8.11,1.51,171163
Stuffed cabbage rolls with beef and rice,114.0,8.3,8.83,5.06,2706620
Stuffed grape leaves with beef and rice,228.0,8.15,11.3,17.03,2706621
"TACO BELL, BURRITO SUPREME with beef",183.0,7.03,23.4,6.8,170735
"Taco, corn tortilla, beef, cheese",249.0,15.47,15.3,13.94,2708515
"Taco, flour tortilla, beef, cheese",257.0,16.71,18.87,12.27,2708522
"Meat loaf made with beef, veal and pork",196.0,17.27,7.18,10.5,2706582
"Beef, chuck, roast, boneless, choice, raw",,18.4,0.0,17.8,2646174
"Beef, cured, breakfast strips, raw or unheated",406.0,12.5,0.7,38.8,170197
"Beef, flank, steak, boneless, choice, raw",,20.1,0.0,9.4,2646175
"Beef, ground, patties, frozen, cooked, broiled",1240.0,23.0,0.0,21.8,169447
"Beef, ground, unspecified fat content, cooked",1010.0,25.1,0.62,14.5,172161
"Beef, New Zealand, imported, inside, raw",537.0,22.2,0.1,4.36,174726
"Beef, New Zealand, imported, sweetbread, raw",1270.0,11.5,0.0,28.6,173093
"Beef, retail cuts, separable fat, cooked",2840.0,10.6,0.0,70.3,168606
"Beef, retail cuts, separable fat, raw",674.0,8.21,0.0,70.9,168605
"Beef, ribeye, steak, boneless, choice, raw",,18.7,0.0,20.0,2646172
"Beef, variety meats and by-products, brain, raw",143.0,10.9,1.05,10.3,168622
"Beef, variety meats and by-products, heart, raw",467.0,17.7,0.14,3.94,168625
"Beef, variety meats and by-products, kidneys, raw",99.0,17.4,0.29,3.09,169449
"Beef, variety meats and by-products, liver, raw",135.0,20.4,3.89,3.63,169451
"Beef, variety meats and by-products, lungs, raw",92.0,16.2,0.0,2.5,168628
"Beef, variety meats and by-products, pancreas, raw",235.0,15.7,0.0,18.6,169452
"Beef, variety meats and by-products, spleen, raw",105.0,18.3,0.0,3.0,169454
"Beef, variety meats and by-products, suet, raw",3570.0,1.5,0.0,94.0,170193
"Beef, variety meats and by-products, thymus, raw",236.0,12.2,0.0,20.4,170194
"Beef, variety meats and by-products, tongue, raw",224.0,14.9,3.68,16.1,170196
PORK,125.0,21.4,0.0,4.46,2135930
"Pork, pickled pork hocks",171.0,19.1,0.0,10.5,169157
"Pork, cured, salt pork, raw",748.0,5.05,0.0,80.5,168287
"Pork, cracklings",569.0,45.03,0.0,41.74,2705895
"Pork, belly",404.0,26.58,0.0,32.24,2705901
"Pork, bones",236.0,26.15,0.0,13.78,2705897
"Pork, carnitas",271.0,24.57,0.0,18.33,2705864
"Pork, ears",236.0,26.15,0.0,13.78,2705896
"Pork, ground",299.0,26.92,0.0,21.22,2705863
"Pork, NFS",192.0,27.14,0.0,8.67,2705862
"Pork, ribs",254.0,16.22,12.13,15.12,2705894
"Pork, roast",181.0,26.63,0.0,7.49,2705882
"Pork, tenderloin",134.0,24.65,0.09,3.38,2705877
"Bologna, pork",1030.0,15.3,0.73,19.9,173856
"Enchilada, pork",192.0,9.54,14.64,10.74,2708567
"Frankfurter, pork",1130.0,12.8,0.28,23.7,172964
"Guisada, pork",118.0,10.31,2.52,7.09,2706407
"Headcheese, pork",658.0,13.8,0.0,10.9,171630
Pork and beans,105.0,4.52,21.57,0.89,2707406
Pork hash,186.0,12.94,1.96,13.66,2706766
Pork jerky,412.0,35.0,9.73,24.73,2705865
Pork sandwich,226.0,17.73,25.45,5.47,2706977
Pork sausage,325.0,18.53,1.42,27.25,2706191
"Pork, roll",329.0,13.07,4.49,28.39,2705883
"Scrapple, pork",893.0,8.06,14.1,13.9,172969
"Stew, pork",109.0,8.35,6.29,5.42,2706519
"Tamale, pork",174.0,7.38,15.8,9.04,2708572
Ham or pork with stuffing,143.0,6.26,10.43,8.27,2706507
"Barbecue pork, with sauce",226.0,17.57,12.23,11.3,2706399
"Barbecue pork, no sauce",249.0,24.75,0.0,15.87,2706400
Pork skin rinds,544.0,61.3,0.0,31.3,2705902
"Pork, ham hocks",268.0,14.64,1.09,22.79,2705900
"Pork, pig's feet",236.0,21.77,0.0,15.92,2705898
"Pork, steak, coated",275.0,24.16,7.2,15.8,2705876
"Pork, ground, raw",,17.8,0.0,17.5,2514745
"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork",145.0,19.0,0.76,7.18,168320
"Bratwurst, pork, cooked",1390.0,13.7,2.85,29.2,171620
"Burrito, pork, cheese",268.0,12.89,28.33,11.02,2708539
Greens with ham or pork,47.0,4.91,4.68,1.41,2706759
Ham or pork salad,230.0,13.26,2.83,18.09,2706756
Ham or pork with gravy,160.0,20.15,1.58,7.49,2706398
Kung Pao pork,219.0,16.89,4.55,14.76,2706763
"Liver cheese, pork",304.0,15.2,2.1,25.6,173869
"Lo mein, with pork",138.0,9.48,16.18,3.79,2708801
"Luxury loaf, pork",141.0,18.4,4.9,4.8,172931
"Mother's loaf, pork",282.0,12.1,7.53,22.3,172932
"Olive loaf, pork",983.0,11.8,9.2,16.5,172926
"Polish sausage, pork",326.0,14.1,1.63,28.7,174577
"Pork sandwich, with cheese",246.0,18.14,22.32,8.99,2706978
Pork with chili and tomatoes,95.0,11.64,2.68,3.99,2706411
"Pork, chop, stuffed",190.0,18.37,7.82,9.04,2705872
"Rice, fried, with pork",179.0,7.56,27.62,4.16,2708954
"Salami, Italian, pork",425.0,21.7,1.2,37.0,174603
"Soup, pork or ham",48.0,3.14,4.04,2.17,2707131
"Stew, pork, with pasta",133.0,9.35,10.81,5.58,2706520
Sweet and sour pork,260.0,8.88,25.5,13.6,2706401
"Pork, pig's feet, pickled",140.0,11.63,0.01,10.02,2705899
"Pork, cured, bacon, unprepared",393.0,13.7,0.0,37.1,168277
"Pork, cured, feet, pickled",140.0,11.6,0.01,10.0,167870
"Pork, fresh, backfat, raw",812.0,2.92,0.0,88.7,167811
"Pork, fresh, belly, raw",518.0,9.34,0.0,53.0,167812
"Pork, fresh, ground, cooked",297.0,25.7,0.0,20.8,167903
"Pork, fresh, ground, raw",263.0,16.9,0.0,21.2,167902
"Pork, loin, boneless, raw",,21.1,0.0,9.47,2646168
"Pork, oriental style, dehydrated",615.0,11.8,1.4,62.4,169082
"Babyfood, meat, pork, strained",124.0,14.0,0.0,7.1,172246
"Beans, baked, canned, with pork",443.0,5.19,20.0,1.55,175185
"Beerwurst, beer salami, pork",238.0,14.2,2.06,18.8,171616
"Bockwurst, pork, veal, raw",1260.0,14.0,2.95,25.9,171619
"Bologna, pork and turkey, lite",881.0,13.1,3.45,16.1,174609
"Braunschweiger (a liver sausage), pork",1370.0,14.5,3.1,28.5,171621
"Burrito, pork, with beans, cheese",220.0,10.85,23.87,8.78,2708541
"Burrito, pork, with rice, cheese",232.0,10.17,28.24,8.26,2708540
"Gravy, pork, dry, powder",1540.0,8.78,63.6,8.63,171173
Ham or pork and potatoes with gravy,126.0,5.4,11.68,6.33,2706516
"Ham or pork and rice, no sauce",143.0,6.73,16.8,4.99,2706515
Ham or pork with mushroom sauce,167.0,20.55,1.84,7.98,2706403
"Liver sausage, liverwurst, pork",326.0,14.1,2.2,28.5,173870
"Luncheon meat, pork, canned",334.0,12.5,2.1,30.3,174571
"Pickle and pimiento loaf, pork",939.0,11.2,8.46,16.0,174576
"Pork and vegetables, Hawaiian style",89.0,7.43,6.97,3.64,2706761
Pork egg foo yung,149.0,13.29,4.78,8.25,2707195
"Pork sausage, reduced fat",267.0,20.94,0.15,20.32,2706192
"Pork sausage, reduced sodium",233.0,19.93,13.25,11.13,2706193
Pulled pork in barbecue sauce,168.0,13.2,18.7,4.42,173344
"Restaurant, Latino, tamale, pork",174.0,7.38,15.8,9.04,334628
"Salami, dry or hard, pork",407.0,22.6,1.6,33.7,172938
"Snacks, pork skins, plain",2280.0,61.3,0.0,31.3,167961
Sweet and sour pork with rice,187.0,9.81,16.46,8.83,2706655
Pork and onions with soy-based sauce,149.0,11.06,5.43,9.14,2706765
Ham or pork with tomato-based sauce,153.0,20.3,1.59,6.8,2706404
"Pork, chop, lean and fat eaten",195.0,26.97,0.01,9.17,2705867
"Pork, chop, lean only eaten",171.0,28.03,0.0,5.94,2705868
"Pork, chop, NS as to fat eaten",183.0,27.5,0.0,7.55,2705866
"Pork, steak, lean and fat eaten",264.0,25.15,0.01,17.36,2705874
"Pork, steak, lean only eaten",230.0,26.71,0.0,12.8,2705875
"Pork, steak, NS as to fat eaten",247.0,25.93,0.0,15.08,2705873
"Pork, bacon, rendered fat, cooked",898.0,0.07,0.0,99.5,168324
"Pork, cured, bacon, cooked, baked",2290.0,35.7,1.35,43.3,167914
"Pork, cured, bacon, cooked, microwaved",1990.0,39.0,0.48,34.1,168321
"Pork, cured, bacon, cooked, restaurant",2090.0,40.9,2.1,36.5,749420
"Pork, cured, ham, patties, unheated",315.0,12.8,1.69,28.2,167873
"Pork, fresh, separable fat, cooked",626.0,7.06,0.0,66.1,168221
"Pork, fresh, separable fat, raw",2640.0,9.25,0.0,65.7,167813
"Pork, loin, tenderloin, boneless, raw",,21.6,0.0,3.9,2646169
"Bacon or side pork, fresh, cooked",468.0,33.92,1.7,35.09,2705890
"Barbecue pork sandwich, on wheat bun",238.0,15.52,23.3,8.86,2706976
"Barbecue pork sandwich, on white bun",243.0,14.97,24.86,8.83,2706975
"Burrito, pork, with beans and rice, cheese",226.0,10.51,26.05,8.52,2708542
"Egg rolls, pork, refrigerated, heated",227.0,9.94,28.5,8.18,172103
Ham or pork and potatoes with cheese sauce,127.0,7.86,11.11,5.69,2706517
Pork and rice with tomato-based sauce,140.0,6.42,16.78,5.0,2706509
Pork and watercress with soy-based sauce,190.0,14.88,3.35,12.68,2706762
"Pork bacon, smoked or cured, cooked",468.0,33.92,1.7,35.09,2705889
Pork or ham with soy-based sauce,190.0,14.88,3.35,12.68,2706408
"Pork sausage, link/patty, unprepared",1210.0,15.4,0.93,24.8,172934
"Pork sausage, reduced sodium, cooked",271.0,9.41,8.13,22.4,173882
"Restaurant, Chinese, sweet and sour pork",260.0,8.88,25.5,13.6,746774
"Sausage, Italian, pork, mild, raw",290.0,13.9,2.97,24.3,171631
"Sausage, pork and turkey, pre-cooked",1430.0,12.0,3.63,30.6,171632
"Sausage, smoked link sausage, pork",309.0,12.0,0.94,28.2,174584
"Snacks, pork skins, barbecue-flavor",538.0,57.9,1.6,31.8,168851
"Soup, bean with pork, canned, condensed",540.0,5.88,17.0,4.42,171142
"Stewed pork, Puerto Rican style",200.0,17.91,2.75,12.69,2706412
"Taco, corn tortilla, pork, cheese",251.0,14.82,15.3,14.5,2708517
"Taco, flour tortilla, pork, cheese",260.0,16.06,18.87,12.83,2708524
"Tamales, masa and pork filling (Hopi)",704.0,13.2,18.3,4.7,169007
"Moo Shu pork, without Chinese pancake",153.0,10.41,4.01,10.7,2706764
"Pork, chop, coated, lean and fat eaten",229.0,25.06,7.16,10.58,2705870
"Pork, chop, coated, lean only eaten",208.0,25.99,7.16,7.74,2705871
"Pork, chop, coated, NS as to fat eaten",219.0,25.54,7.2,9.18,2705869
"Pork, cured, breakfast strips, raw or unheated",388.0,11.7,0.7,37.2,168278
"Beans, baked, canned, with pork and sweet sauce",105.0,4.52,21.6,0.89,173732
"Beans, baked, canned, with pork and tomato sauce",394.0,5.15,18.7,0.93,173733
"Bratwurst, pork, beef and turkey, lite, smoked",778.0,14.4,1.62,13.5,172958
"Burrito bowl, beef or pork, with beans and rice",171.0,12.49,10.58,8.48,2708559
"Dutch brand loaf, chicken, pork and beef",1140.0,12.0,3.93,22.9,173861
"Frankfurter, beef, pork, and turkey, fat free",109.0,12.5,11.2,1.59,172949
"Macaroni and cheese loaf, chicken, pork and beef",228.0,11.8,11.6,15.0,172965
Pork chow mein or chop suey with noodles,143.0,10.41,11.17,6.38,2706648
"Pork chow mein or chop suey, no noodles",98.0,10.34,3.85,4.3,2706771
"Pork shish kabob with vegetables, excluding potatoes",124.0,13.87,5.06,5.17,2706779
"Potsticker or wonton, pork and vegetable, frozen, unprepared",136.0,8.28,13.3,5.52,169773
"Sausage, chicken, beef, pork, skinless, smoked",904.0,13.6,8.1,14.3,174605
"Sausage, New england brand, pork, beef",161.0,17.3,4.83,7.58,174588
"Sausage, pork and beef, with cheddar cheese, smoked",296.0,12.9,2.13,25.8,172955
"Sausage, pork, chorizo, link or ground, raw",1240.0,13.6,3.78,25.1,173859
"Sausage, pork, turkey, and beef, reduced sodium",1190.0,10.7,0.11,26.8,173883
"Sausage, smoked link sausage, pork and beef",1340.0,12.0,2.42,28.7,174585
"Sausage, Vienna, canned, chicken, beef, pork",230.0,10.5,2.6,19.4,172942
"Swisswurst, pork and beef, with swiss cheese, smoked",307.0,12.7,1.6,27.4,174601
"Taco, corn tortilla, pork, with beans, cheese",214.0,10.31,19.14,10.89,2708518
"Taco, flour tortilla, pork, with beans, cheese",222.0,11.53,22.73,9.2,2708525
"Thuringer, cervelat, summer sausage, beef, pork",362.0,17.4,3.33,30.4,172940
"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",110.0,17.2,1.82,3.8,168317
"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",119.0,18.2,4.63,3.07,167910
"Pork, cured, ham, separable fat, boneless, heated",2120.0,8.77,2.0,51.6,169155
"Pork, cured, ham, separable fat, boneless, unheated",515.0,7.5,1.87,53.0,169156
"Pork, fresh, backribs, separable lean and fat, raw",936.0,19.1,0.0,16.3,168299
"Pork, fresh, carcass, separable lean and fat, raw",376.0,13.9,0.0,35.1,168219
"Pork, fresh, spareribs, separable lean and fat, raw",277.0,15.5,0.0,23.4,167853
"Pork, fresh, variety meats and by-products, brain, raw",127.0,10.3,0.0,9.21,168264
"Pork, fresh, variety meats and by-products, chitterlings, raw",764.0,7.64,0.0,16.6,168266
"Pork, fresh, variety meats and by-products, feet, raw",889.0,23.2,0.0,12.6,167859
"Pork, fresh, variety meats and by-products, heart, raw",118.0,17.3,1.33,4.36,168267
"Pork, fresh, variety meats and by-products, jowl, raw",655.0,6.38,0.0,69.6,168269
"Pork, fresh, variety meats and by-products, kidneys, raw",100.0,16.5,0.0,3.25,168270
"Pork, fresh, variety meats and by-products, liver, raw",134.0,21.4,2.47,3.65,167862
"Pork, fresh, variety meats and by-products, lungs, raw",85.0,14.1,0.0,2.72,167864
"Pork, fresh, variety meats and by-products, pancreas, raw",199.0,18.6,0.0,13.2,168273
"Pork, fresh, variety meats and by-products, spleen, raw",100.0,17.9,0.0,2.59,167865
"Pork, fresh, variety meats and by-products, stomach, raw",159.0,16.8,0.0,10.1,167867
"Pork, fresh, variety meats and by-products, tail, raw",378.0,17.8,0.0,33.5,168291
"Pork, fresh, variety meats and by-products, tongue, raw",225.0,16.3,0.0,17.2,168275
"Pork, ground, 84% lean / 16% fat, raw",911.0,18.0,0.44,16.0,168372
"Pork, ground, 96% lean / 4% fat, raw",121.0,21.1,0.21,4.0,169190
"Pork, fresh, loin, tenderloin, separable lean and fat, raw",120.0,20.6,0.0,3.53,168312
"Pork, fresh, loin, tenderloin, separable lean only, raw",456.0,21.0,0.0,2.17,168249
"Pork bacon, NS as to fresh, smoked or cured, cooked",484.0,37.41,1.9,35.8,2705887
"Pork bacon, smoked or cured, reduced sodium, cooked",541.0,37.04,1.43,41.78,2705891
"Pork sausage rice links, brown and serve, cooked",407.0,13.7,2.36,37.6,167698
"Pork sausage, link/patty, cooked, pan-fried",325.0,18.5,1.42,27.2,174578
"Pork sausage, link/patty, fully cooked, microwaved",438.0,15.1,0.62,41.7,172971
"Pork sausage, link/patty, fully cooked, unheated",392.0,13.5,0.69,37.2,173876
"Pork sausage, link/patty, reduced fat, unprepared",217.0,16.8,0.2,16.6,171635
"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",232.0,11.5,23.0,10.4,167663
"Sausage, Italian, pork, mild, cooked, pan-fried",1350.0,18.2,2.15,26.2,746780
"Sausage, summer, pork and beef, sticks, with cheddar cheese",426.0,19.4,1.82,37.9,174599
"Sausage, turkey, pork, and beef, low fat, smoked",101.0,8.0,11.5,2.5,172948
"Stewed, seasoned, ground beef and pork, Mexican style",139.0,16.7,1.45,6.98,2706472
"Meat loaf made with beef and pork, with tomato-based sauce",157.0,13.63,6.75,8.18,2706583
"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",143.0,26.2,0.0,3.51,168250
"HORMEL ALWAYS TENDER, Center Cut Chops, Fresh Pork",167.0,18.7,0.84,9.62,168319
"Pork loin, fresh, backribs, bone-in, raw, lean only",172.0,20.8,0.0,9.84,168376
"Pork, cured, bacon, pre-sliced, cooked, pan-fried",468.0,33.9,1.7,35.1,168322
"Pork, cured, ham, boneless, extra lean and regular, roasted",165.0,22.0,0.5,7.66,168296
"Pork, cured, ham, boneless, extra lean and regular, unheated",162.0,18.3,2.28,8.39,168295
"Pork, cured, ham, extra lean and regular, canned, roasted",167.0,20.9,0.49,8.43,167886
"Pork, cured, ham, extra lean and regular, canned, unheated",144.0,18.0,0.0,7.46,167885
"Pork, cured, ham, low sodium, lean and fat, cooked",172.0,22.3,0.3,8.3,168110
"Pork, cured, ham, steak, boneless, extra lean, unheated",122.0,19.6,0.0,4.25,167874
"Pork, cured, ham, whole, separable lean and fat, unheated",246.0,18.5,0.06,18.5,167875
"Pork, cured, ham, whole, separable lean only, roasted",157.0,25.0,0.0,5.5,168284
"Pork, cured, ham, whole, separable lean only, unheated",147.0,22.3,0.05,5.71,167876
"Fish, fish sticks, frozen, prepared",1160.0,11.0,21.7,16.2,174195
Fish broth,67.0,2.0,0.4,0.6,171606
Fish curry,93.0,4.94,6.65,5.42,2706460
Fish sauce,35.0,5.06,3.64,0.01,2706457
"Fish, anchovy",210.0,28.89,0.0,9.71,2706232
"Fish, canned",156.0,23.19,0.0,6.3,2706229
"Fish, carp",213.0,19.97,7.79,10.72,2706233
"Fish, croaker",189.0,19.92,7.79,8.17,2706246
"Fish, eel",273.0,20.61,7.79,17.07,2706247
"Fish, halibut",175.0,20.73,7.79,6.24,2706260
"Fish, herring",245.0,20.1,7.79,14.32,2706261
"Fish, mullet",202.0,21.56,7.79,8.82,2706269
"Fish, NFS",238.0,19.32,6.64,14.52,2706224
"Fish, pickled",262.0,14.19,9.64,18.0,2706262
"Fish, pike",172.0,21.47,7.79,5.58,2706276
"Fish, raw",94.0,17.22,0.0,2.34,2706223
"Fish, shark",216.0,23.27,7.79,9.58,2706300
"Fish, smoked",116.0,25.23,0.0,0.96,2706230
"Fish, snapper",185.0,22.78,7.79,6.26,2706283
"Fish, stick",277.0,11.01,21.66,16.23,2706231
"Fish, surimi",99.0,15.2,6.85,0.9,173702
"Fish, swordfish",231.0,21.89,7.79,11.82,2706301
Gefilte fish,82.0,10.39,8.74,0.41,2706551
"Stew, fish",46.0,7.63,2.75,0.42,2706466
"Taco, fish",275.0,11.62,22.99,15.29,2708529
Fish curry with rice,107.0,4.03,15.19,3.36,2706461
"Fish oil, herring",902.0,0.0,0.0,100.0,172340
"Fish oil, menhaden",902.0,0.0,0.0,100.0,172341
"Fish oil, salmon",902.0,0.0,0.0,100.0,172343
"Fish oil, sardine",902.0,0.0,0.0,100.0,173578
"Fish sandwich, grilled",180.0,16.06,21.21,3.29,2707031
"Fish sandwich, NFS",252.0,15.27,22.85,10.95,2707026
Fish timbale or mousse,149.0,10.08,1.96,10.95,2706448
Fish wrap sandwich,262.0,14.73,22.61,12.44,2707032
